year_group,percentile_band,gem_score,word
Y6,60,29,arbitrary
Y6,60,56,articulate
Y6,60,39,assert
Y6,60,58,concise
Y6,60,59,credible
Y6,60,32,crucial
Y6,60,61,discerning
Y6,75,33,elaborate
Y6,75,28,equivalent
Y6,75,35,evident
Y6,75,56,exceptional
Y6,75,59,feasible
Y6,75,30,fundamental
Y6,75,64,hypothetical
Y6,75,64,impartial
Y6,75,55,inevitable
Y6,75,64,meticulous
Y6,75,64,nuanced
Y6,75,64,pragmatic
Y6,75,64,profound
Y6,75,34,rational
Y6,75,64,rigorous
Y6,75,64,sceptical
Y6,75,36,sophisticated
Y6,75,36,substantial
Y6,75,64,tentative
Y6,75,64,unequivocal
Y6,75,64,versatile
Y6,75,38,aberrant
Y6,75,52,acquiesce
Y6,75,39,alleviate
Y6,75,53,ambivalent
Y6,75,40,anomalous
Y6,75,49,anticipate
Y6,75,53,astute
Y6,75,54,austere
Y6,75,57,benevolent
Y6,75,57,candid
Y6,75,58,complacent
Y6,75,44,concede
Y6,75,56,contentious
Y6,75,56,cryptic
Y6,75,60,cynical
Y6,75,57,deference
Y6,75,60,detrimental
Y6,75,47,discern
Y6,75,59,dogmatic
Y6,75,61,eloquent
Y6,75,60,enigmatic
Y6,75,61,ephemeral
Y6,75,61,equivocal
Y6,75,62,fastidious
Y6,75,62,formidable
Y6,75,63,fortuitous
Y6,75,63,futile
Y6,75,52,hinder
Y6,75,64,incongruous
Y6,90,64,ingenious
Y6,90,64,mitigate
Y6,90,64,obsolete
Y6,90,59,perceive
Y6,90,64,prolific
Y6,90,64,resilient
Y6,90,64,scrutinise
Y6,90,64,sporadic
Y6,90,64,succinct
Y6,90,64,tenacious
Y6,90,53,undermine
Y6,90,64,vigilant
Y6,90,54,abstruse
Y6,90,55,ameliorate
Y6,90,55,anachronistic
Y6,90,56,antipathy
Y6,90,56,assiduous
Y6,90,57,capricious
Y6,90,58,cogent
Y6,90,58,conciliatory
Y6,90,59,conundrum
Y6,90,59,credulous
Y6,90,60,deleterious
Y6,90,60,dichotomy
Y6,90,61,didactic
Y6,90,61,diffident
Y6,90,62,disparate
Y6,90,62,ebullient
Y6,90,63,esoteric
Y6,90,63,euphemism
Y6,90,64,exacerbate
Y6,90,64,fallacious
Y6,90,64,garrulous
Y6,90,64,iconoclast
Y6,90,64,immutable
Y6,90,64,impetuous
Y6,90,64,incontrovertible
Y6,90,64,laconic
Y6,90,64,magnanimous
Y6,90,64,mendacious
Y6,90,64,nebulous
Y6,90,64,obfuscate
Y6,90,64,ostensible
Y6,90,64,parsimonious
Y6,90,64,perfunctory
Y6,90,64,pernicious
Y6,90,64,poignant
Y6,90,64,prescient
Y6,90,64,propensity
Y6,90,64,recalcitrant
Y6,99,64,reticent
Y6,99,64,sagacious
Y6,99,64,salient
Y6,99,64,superfluous
Y6,99,64,taciturn
Y6,99,64,tenet
Y6,99,64,trenchant
Y6,99,64,ubiquitous
Y6,99,64,vacillate
Y6,99,64,venerate
Y6,99,64,vindicate
Y6,99,64,vociferous
Y6,99,64,whimsical
Y6,99,64,access
Y6,99,64,alternative
Y6,99,64,analysis
Y6,99,64,approach
Y6,99,64,authority
Y6,99,64,capacity
Y6,99,64,circumstance
Y6,99,64,complexity
Y6,99,64,conclusion
Y6,99,64,consideration
Y6,99,64,constraint
Y6,99,64,contribution
Y6,99,64,debate
Y6,99,64,definition
Y6,99,64,distribution
Y6,99,64,environment
Y6,99,64,estimate
Y6,99,64,evaluation
Y6,99,64,exception
Y6,99,64,explanation
Y6,99,64,framework
Y6,99,64,function
Y6,99,64,impact
Y6,99,64,information
Y6,99,64,interpretation
Y6,99,64,issue
Y6,99,64,limitation
Y6,99,64,mechanism
Y6,99,64,outcome
Y6,99,64,potential
Y6,99,64,process
Y6,99,64,proportion
Y6,99,64,range
Y6,99,64,requirement
Y6,99,64,response
Y6,99,64,sequence
Y6,99,64,strategy
